Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Event Name,Location,Origin,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,Total Affected,Insured Damages ('000 US$),Total Damages ('000 US$)
,Natural,Climatological,Drought,Drought,,"Bongaigaon, Cachar, Dhuburi, Goalpara, Golaghat, Hailakandi, Jorhat, Kamrup, Karbi Anglong, Kokrajhar, Lakhimpur, Marigaon, Nagaon, Sibsagar, Barpeta, Darrang, Dhemaji, Dibrugarh, Karimganj, Nalbari, North Cachar Hills, Sonitpur, Tinsukia districts (Assam province), Bilaspur, Chamba, Hamirpur, Kangra, Kinnaur, Kullu, Lahaul and Spiti, Mandi, Shimla, Sirmaur, Solan, Una districts (Himachal Pradesh province), Chatra, Garhwa, Latehar, Palamu, Dumka, Deoghar, Giridih, Godda, Jamtara, Pakur, Sahibganj, Bokaro, Dhanbad, Purba Singhbhum, Gumla, Hazaribag, Koderma, Lohardaga, Ranchi, Simdega, Saraikela Kharsawan, Pashchim Singhbhum districts (Jharkhand province), Bishnupur, Chandel, Churachandpur, East Imphal, West Imphal, Senapati, Tamenglong, Thoubal, Ukhrul districts (Manipur province), Dimapur, Kohima, Phek, Mokokchung, Mon, Tuensang, Wokha, Zunheboto districts (Nagaland province), Ambedkar Nagar, Ballia, Bareilly, Basti, Deoria, Farrukkhabad, Fatehpur, Ghazipur, Hardoi, Hathras, Jaunpur, Kannauj, Kanpur Dehat, Mainpuri, Mau, Rae Bareli, Sultanpur, Sant Kabir Nagar, Unnao, Agra, Shahjahanpur, Faizabad, Meerut, Mahoba, Aligarh, Jyotiba Phule Nagar, Balrampur, Etah, Rampur, Ghaziabad, Gautam Buddha Nagar, Banda, Mathura, Allahabad, Auraiya, Jalaun, Varanasi, Chandauli, Moradabad, Azamgarh, Siddharth Nagar, Badaun, Sitapur, Firozabad, Saharanpur, Chitrakoot, Etawah, Bulandshahr, Kaushambi, Pilibhit, Muzaffarnagar, Kushinagar, Jhansi, Lucknow, Bijnor, Mirzapur districts (Uttar Pradesh province), Patna, Nalanda, Gaya, Buxar, Bhojpur, Rohtas, Bhabua, Siwan, Nawada, Munger, Aurangabad, Sheikhpura, Lakhisarai, Jamui, Bhagalpur, Banka, Saran, Jehanabad, Muzaffarpur, Sitamarhi, Begusarai, Madhepura, Kishanganj, Katihar, Vaishali districts (Bihar province), Bangalore Urban, Bangalore Rural, Kolar, Tumkur, Chitradurga, Davanagere, Chamrajnagar, Mysore, Mandya, Bellary, Koppal, Raichur, Gulbarga, Bidar, Belgaum, Bagalkot, Bijapur, Gadag districts (Karnataka province), Nanded, Latur, Aurangabad, Jalna, Bid, Parbhani, Osmanabad, Hingoli, Chandrapur, Yavatmal, Wardha, Thane, Raigarh, Nandurbar, Jalgaon, Amravati, Buldana, Washim, Garhchiroli, Pune, Satara, Sangli, Solapur, Kolhapur, Nashik, Dhule, Ahmednagar, Akola districts (Maharasthra province), Rewa, Satna, Sidhi, Shahdol, Anuppur, Umaria, Dindori, Jabalpur, Katni, Balaghat, Narsinghpur, Mandla, Sagar, Panna, Tikamgarh, Chhatarpur, Raisen, Vidisha, Damoh, Sehore, Gwalior, Guna, Ashoknagar, Shivpuri, Datia, Bhind, Morena, Sheopur, Shajapur, Dewas, Ratlam, East Nimar, Burhanpur, Barwani, Jhabua districts (Madhya Pradesh province), Ajmer, Alwar, Banswara, Barmer, Bhilwara, Bikaner, Bundi, Chittaurgarh, Churu, Dausa, Dungarpur, Ganganagar, Hanumangarh, Jaipur, Jaisalmer, Jalor, Jhunjhunu, Jodhpur, Nagaur, Pali, Rajsamand, Sawai Madhopur, Sikar, Sirohi, Tonk, Udaipur districts (Rajasthan province)",,,Km2,,,,2009,7,,2009,8,,,,,,,
,Natural,Hydrological,Flood,Flash flood,,"Leh, Cholglamsar villages (72785 district, Jammu and Kashmir province)",Heavy rains,145000,Km2,33.53,76.12,,2010,8,6,2010,8,8,196,225,12500,12725,,
,Natural,Hydrological,Flood,Riverine flood,,"Almora, Naini Tal districts (Uttarakhand province), Bihar, Uttar Pradesh provinces",Monsoonal rains,38537,Km2,26.73,82.84,,2010,9,18,2010,9,30,200,,3267183,3267183,,1680000
,Natural,Meteorological,Storm,Convective storm,,"Nawabganj town (Gonda district, Uttar Pradesh province), Allahabad, Unnao districts (Uttar Pradesh province)",,,Kph,,,,2010,5,24,2010,5,24,12,30,,2030,,
,Natural,Meteorological,Storm,Tropical cyclone,"Cyclone ""Laila""","Krishna, Prakasam, Nellore, Guntur districts (Andhra Pradesh province), Tamil Nadu province",,110,Kph,,,,2010,5,20,2010,5,20,32,,,,,
,Natural,Meteorological,Storm,Convective storm,,"Uttar Pradesh, Bihar provinces",,,Kph,,,,2010,5,6,2010,5,8,54,50,,50,,
,Natural,Meteorological,Storm,Tropical cyclone,Cyclone Jal,Andhra Pradesh province,,100,Kph,,,,2010,10,31,2010,11,3,22,,,,,
,Natural,Meteorological,Storm,Convective storm,,"Mushalpur, Baksa towns (Nalbari district, Assam province)",,,Kph,,,,2010,4,10,2010,4,10,28,,,5000,,
,Natural,Meteorological,Storm,Convective storm,,"Bihar, Jharkhand provinces",,,Kph,,,,2010,8,25,2010,8,25,25,,,,,
,Natural,Hydrological,Flood,Riverine flood,,"Ambala, Kurukshetra districts (Haryana province), Punjab, Kerala provinces",Monsoonal rains,147437,Km2,30.18,74.77,,2010,7,5,2010,7,15,53,,,400000,,447000
TC-2010-000097,Natural,Hydrological,Flood,Riverine flood,,Andhra Pradesh province,,63170,Km2,15.22,79.48,,2010,5,18,2010,5,24,27,,50000,50000,,
,Natural,Hydrological,Flood,Riverine flood,,Delhi province,Heavy rains,,Km2,,,,2010,7,13,2010,7,13,11,,,,,
,Natural,Hydrological,Flood,Riverine flood,,Lakhimpur district (Assam province),Monsoonal rain,12555,Km2,26.235,92.25,,2010,9,5,2010,9,17,,,30000,30000,,
,Natural,Hydrological,Flood,Riverine flood,,"Punjab, Haryana, Uttar Pradesh provinces",Monsoonal rains,10843,Km2,25.965,76.05,,2010,9,9,2010,9,9,,,12500,12500,,
,Natural,Hydrological,Flood,Riverine flood,,"Chennai, Cuddalore, Nagapattinam, Pudukottai, Ramanthapuram, Thanjavur, Thiruvallur, Villupuram, Thoothukudi, Tirunelveli Kattabo districts (Tamil Nadu province)",Monsoonal rain,57474,Km2,9.88,78.47,,2010,11,15,2010,12,7,203,,,,,22000
,Natural,Hydrological,Landslide,Avalanche,,Administrative unit not available district (Jammu and Kashmir province),,,,,,,2010,2,8,2010,2,8,17,,,,,
ST-2010-00074,Natural,Meteorological,Storm,Tropical cyclone,,"Bihar, West Bengal, Assam provinces",,,Kph,,,,2010,4,13,2010,4,14,114,,,500000,,
,Natural,Meteorological,Extreme temperature ,Heat wave,,"Delhi, Haryana, Madhya Pradesh, Orissa, Rajasthan, Uttar Pradesh provinces",,49,Â°C,,,,2010,3,,2010,5,,250,,,,,
EQ-2011-000136,Natural,Geophysical,Earthquake,Ground movement,,"Sikkim, West Bengal, Bihar, Assam, Meghalaya provinces",,7,Richter,27.73,88.155,18:11,2011,9,18,2011,9,18,112,200,500000,575200,,
,Natural,Meteorological,Storm,Convective storm,,Uttar Pradesh province,,,Kph,,,,2011,5,20,2011,5,20,42,50,,50,,
,Natural,Hydrological,Flood,Riverine flood,,West Bengal province,Mosnoonal rains,28684,Km2,22.306,88.34,,2011,8,10,2011,9,13,47,,700000,700000,,275000
,Natural,Meteorological,Extreme temperature ,Cold wave,,"Delhi province, Allahabad, Pratapgarh, Jaunpur, Bara Banki districts (Uttar Pradesh province), Sundernagar city (Mandi district, Himachal Pradesh province), Bhuntar city (Kullu district, Himachal Pradesh province), Shimla, Solan districts (Himachal Pradesh province), Leh city ('40422' Jammu and Kashmir province), Qazigund city ('40425' Jammu and Kashmir province), Bihar province",,-20,Â°C,,,,2011,1,1,2011,1,18,80,,,,,
,Natural,Meteorological,Storm,Convective storm,,Karnataka province,,,Kph,,,,2011,4,15,2011,4,15,17,,,,,
FL-2011-000138,Natural,Hydrological,Flood,Riverine flood,,"Angul, Baleshwar, Baragarh, Bhadrak, Boudh, Cuttack, Deogarh, Dhenkanal, Jajpur, Jagatsinghpur, Jharsuguda, Kendrapara, Khordha, Mayurbhanj, Nayagarh, Nuapada, Puri, Sambalpur districts (Orissa province)",Monsoonal rains,27751,Km2,20.651,86,,2011,9,23,2011,10,23,239,,3443989,3443989,,930000
,Natural,Hydrological,Flood,Riverine flood,,"Dhemaji district (Assam province), East Garo Hills, South Garo Hills, West Garo Hills districts (Meghalaya province)",Monsoonal rain,50117,Km2,26.59,92.18,,2011,8,15,2011,9,8,7,,11000,11000,,
,Natural,Hydrological,Flood,Riverine flood,,"Barpeta, Bongaigaon, Darrang, Dhemaji, Dhuburi, Golaghat, Jorhat, Karbi Anglong, Sibsagar, Lakhimpur, Nagaon, Sonitpur districts, (Assam province), Begusarai, Bhagalpur, Bhojpur, Buxar, Gopalganj, Katihar, Khagaria, Kishanganj, Lakhisarai, Madhubani, Madhepura, Muzaffarpur, Patna, Purnia, Samastipur, Saran, Saharsa, Sitamarhi, Supaul, Vaishali, Pashchim Champaran districts (Bihar province), Azamgarh, Aligarh, Ambedkar Nagar, Badaun, Ballia, Bara Banki, Bahraich, Bareilly, Bijnor, Faizabad, Farrukhabad, Ghazipur, Gonda, Gorakhpur, Hardoi, Jyotiba Phule Nagar, Kannauj, Kanpur, Kushinagar, Lakhimpur Kheri, Meerut, Muzaffarnagar, Moradabad, Pilibhit, Rampur, Shahjahanpur, Sitapur, Unnao districts (Uttar Pradesh province)",Monsoonal rain,40941,Km2,26.376,86.24,,2011,8,15,2011,10,2,204,,5549080,5549080,,
,Natural,Hydrological,Flood,Riverine flood,,"Gonda, Balrampur, Faizabad, Bara Banki districts (Uttar Pradesh province), Rajasthan province","Monsoonal rains, dam releases",85509,Km2,28.524,80.93,,2011,7,23,2011,8,9,19,,200000,200000,,
,Natural,Hydrological,Flood,Riverine flood,,Orissa province,Monsoonal rains,,Km2,,,,2011,9,5,2011,9,15,42,,2100000,2100000,,432000
,Natural,Hydrological,Flood,Riverine flood,,"Uttar Pradesh, Uttarakhand province",Heavy monsoonal rains,,Km2,,,,2011,6,15,2011,7,16,50,,,,,20000
FL-2012-000110,Natural,Hydrological,Flood,Riverine flood,,"Anjaw (70044), Lohit, Changlang, 70045, 70050, Lower Dibang Valley, East Siang, Upper Siang (70051) districts (Arunachal Pradesh province), Assam province",Monsoonal rain,254935,Km2,26.5659,92.44,,2012,6,26,2012,7,13,120,,2200000,2200000,,
,Natural,Hydrological,Flood,Riverine flood,,"Palchan village (Kullu district, Himachal Pradesh province), Uttarkashi, Rudra Prayag, Chamoli districts (Uttarakhand province), Moradabad district (Uttar Pradesh province), Kathua village (72780 district, Jammu and Kashmir province)",Torrential rain,31390,Km2,30.1135,78.85,,2012,8,4,2012,8,9,30,,1200,1200,,110000
,Natural,Hydrological,Flood,Riverine flood,,"Rudra Prayag, Bageshwar districts (Uttarakhand province)",Heavy rains,37710,Km2,31.3,76.85,,2012,9,16,2012,9,18,45,,200,200,,20000
,Natural,Hydrological,Flood,Riverine flood,," Barpeta, Bongaigaon, Darrang, Dhemaji, Dhuburi, Dibrugarh, Goalpara, Golaghat, Jorhat, Kamrup, Lakhimpur, Marigaon, Nagaon, Nalbari, Papum Pare, Sibsagar, Sonitpur, Tinsukia districts (Assam province), Bhagalpur, Darbhanga, Katihar, Khagaria, Muzaffarpur, Patna, Siwan, Supaul districts (Bihar province), Sahibganj district (Jharkhand province), North Sikkim district (Sikkim province), Ballia, Bara Banki, Faizabad districts (Uttar Pradesh province), Murshidabad district (West Bengal province), West Siang, East Siang, Lohit, Papum Pare districts (Arunachal Pradesh province)",Monsoonal rains,42597,Km2,26.8,93.63,,2012,9,19,2012,9,23,21,,2000000,2000000,,98000
,Natural,Hydrological,Flood,Riverine flood,,Himachel Pradesh province,,,Km2,,,,2012,8,21,2012,8,23,26,,9460,9460,,16000
,Natural,Geophysical,Mass movement (dry),Avalanche,,Adminitrative unit not available districts (Jammu and Kashmir province),,,,,,,2012,2,23,2012,2,23,16,,,,,
,Natural,Hydrological,Flood,Riverine flood,,"Jaipur, Dhaulpur, Dausa, Tonk, Jhunjhunun, Sikar, Hanumangarh, Bikaner districts (Rajasthan province), Anjaw (70044), 70045, 70050, Lower Dibang Valley, Upper Siang (70051) districts (Arunachal Pradesh province)",Heavy rains,,Km2,,,,2012,8,21,2012,8,23,37,,,,,
FL-2013-000070,Natural,Hydrological,Flood,Riverine flood,,"Uttarakhand, Himachal Pradesh, Uttar Pradesh, Bihar, Karnataka, Kerala, Gujarat, West Bengal provinces",Monsoonal rain,131743,Km2,32.714,76.61,,2013,6,12,2013,6,27,6054,4473,500000,504473,500000,1100000
,Natural,Meteorological,Storm,Convective storm,,"Bihar, Jharkhand provinces",,,Kph,,,,2013,10,5,2013,10,6,32,,,,,
,Natural,Meteorological,Storm,Convective storm,,Uttar Pradesh province,,,Kph,,,,2013,3,29,2013,3,30,9,,,,,
EQ-2013-000056,Natural,Geophysical,Earthquake,Ground movement,,Administrive unit not available district (Jammu and Kashmir province),,6,Richter,33.061,75.863,12:27,2013,5,1,2013,5,1,3,70,59280,59350,,120000
,Natural,Meteorological,Storm,Tropical cyclone,Cyclone Thane,"Cuddalore district (Tamil Nadu province), Puducherry district (Puducherry province)",,140,Kph,,,,2011,12,29,2011,12,30,47,,,250000,,375625
,Natural,Meteorological,Extreme temperature ,Cold wave,,"Uttar Pradesh, Punjab, Haryana provinces",,,Â°C,,,,2011,12,16,2011,12,31,132,,,,,
,Natural,Meteorological,Storm,Tropical cyclone,Cyclone Nilam,"Andhra Pradesh, Tamil Nadu provinces",,,Kph,11.82,78.08,,2012,11,4,2012,11,8,40,,70000,70000,,
,Natural,Meteorological,Extreme temperature ,Cold wave,,"Karimnagar, Vishakhapatnam, Guntur districts (Andhra Pradesh province)",,,Â°C,,,,2012,1,15,2012,1,17,15,,,,,
,Natural,Meteorological,Extreme temperature ,Cold wave,,"Bihar, Haryana, Himachal Pradesh, Jammu and Kashmir, Punjab, Rajasthan, Uttar Pradesh provinces",,,Â°C,,,,2012,12,22,2013,1,20,249,,,,,
TC-2013-000133,Natural,Meteorological,Storm,Tropical cyclone,Cyclone Phailin,"Orissa, Andhra Pradesh, Jharkhand, Bihar, West Bengal, Chhattisgarh provinces",,200,Kph,,,,2013,10,12,2013,10,14,47,,13230000,13230000,,633471
,Natural,Meteorological,Storm,Tropical cyclone,Helen,"Krishna, Guntur, East Godavari, West Godavari, Vishakhapatnam districts (Andhra Pradesh province) ",,65,Kph,,,,2013,11,22,2013,11,22,10,,,,,262000
,Natural,Hydrological,Flood,Riverine flood,,"Sultanpur, Sitapur, Rae Bareli, Bara Banki, Faizabad, Gorakhpur, Basti, Kushinagar, Bahraich, Gonda, Shravasti districts (Uttar Pradesh province)",Monsoon rains,,Km2,,,,2013,7,9,2013,7,10,174,,500000,500000,,2000
,Natural,Hydrological,Flood,Riverine flood,,"Bhopal, Hoshangabad, Seoni, Narsinghpur, Jabalpur districts (Madhya Pradesh province), Uttar Pradesh, Assam provinces",Monsoon rains,,Km2,,,,2013,8,22,2013,8,27,73,,40000,40000,,
,Natural,Hydrological,Flood,Riverine flood,,"Orissa, Andhra Pradesh, West Bengal provinces",Monsoonal rain,,Km2,,,,2013,10,21,2013,10,26,72,,375000,375000,,260000
ST-2013-00060,Natural,Meteorological,Storm,Tropical cyclone,Tropical cyclone Mahasen,Andhra Pradesh province,,,Kph,,,,2013,5,16,2013,5,16,8,4,,4,,
,Natural,Meteorological,Extreme temperature ,Heat wave,,"Adilabad, East Godavari, Guntur, Karimnagar, Khammam, Krishna, Nalgonda, Nizamabad, Prakasam, Vishakhapatnam, Warangal, West Godavari districts (Andhra Pradesh province)",,46,Â°C,,,,2013,4,1,2013,5,30,557,,,,,
,Natural,Hydrological,Flood,,,"Dhemaji, Tinsukia, Nagaon, Golaghat, Jorhat, Kamrup, Karimganj, Lakhimpur, Morigaon, Sibsaga, Bongaigaon, Kokrajhar districts (Assam province)",Monsoonal rain,38019,Km2,27.387,94.92,,2013,6,23,2013,7,15,80,,2000000,2000000,,
,Natural,Meteorological,Extreme temperature ,Cold wave,,"Uttar Pradesh, Jammu and Kashmir, Uttarakhand, Delhi provinces",,-9,Â°C,,,,2014,1,20,2014,1,24,24,,,,,
,Natural,Meteorological,Storm,Convective storm,,"Doda, Bhaderwah, Thathri, Gandoh, Bhallessa villages (Kishtwar (72809) district, Jammu and Kashmir (40427) province), Kora Pani, Tangdhar villages (Kupwara (72786) district, Jumma and Kashmir (40431) province)",,,Kph,,,,2014,3,10,2014,3,12,17,,9610,9610,,
,Natural,Meteorological,Storm,Convective storm,,Hyderabad district (Andhra Pradesh province),,,Kph,,,,2014,3,6,2014,3,7,7,58,1870,1928,,
,Natural,Meteorological,Extreme temperature ,Severe winter conditions,,"Himachal Pradesh, Uttarakhand, Uttar Pradesh provinces",,,Â°C,,,,2014,12,17,2014,12,18,140,,,,,
,Natural,Hydrological,Flood,Riverine flood,,"Shravasti, Balrampur, Sitapur, Lakhimpur Kheri, Gonda, Bara Banki, Faizabad, Azamgarh districts (Uttar Pradesh province), Uttarakhand, Bihar, Assam provinces","Heavy rains, overflowing rivers after dam opening in Nepal",,Km2,,,,2014,8,16,2014,9,1,94,,500000,500000,,
,Natural,Hydrological,Flood,Riverine flood,,Assam province,Heavy monsoonal rain,49220,Km2,,,,2014,6,26,2014,6,28,27,,18500,18500,,2000
FL-2014-000122,Natural,Hydrological,Flood,Riverine flood,,Jammu and Kashmir provinces,Monsoonal rain,,Km2,,,,2014,9,,2014,9,,298,,275000,275000,150000,16000000
,Natural,Hydrological,Flood,Riverine flood,,"Tura village (West Garo Hills district, Meghalaya province), Goalpara, Kamrup districts (Assam province)",Torrential monsoonal rains; Typhoon Kalmaegi,61895,Km2,,,,2014,9,24,2014,10,11,95,,,650000,,163000
TC-2014-000141,Natural,Meteorological,Storm,Tropical cyclone,Cyclone Hudhud,"Vishakhapatnam, Gangavaram towns (Vishakhapatnam district, Andhra Pradesh province), Baragarh, Bolangir, Boudh, Gajapati, Ganjam, Kalahandi, Kandhamal, Khordha, Koraput, Malkangiri, Nabarangpur, Nayagarh, Nuapada, Puri, Rayagada, Sonepur districts (Orissa province), Chhattisgarh province",,215,Kph,,,,2014,10,12,2014,10,12,53,,920000,920000,530000,7000000
,Natural,Meteorological,Storm,Convective storm,,"Ghaziabad district (Utar Pradesh province), Delhi, West Bengal provinces",,,Kph,,,,2014,5,30,2014,5,31,15,26,,26,,
,Natural,Hydrological,Flood,Riverine flood,,"Uttarakhand, Himachal Pradesh provinces",Excessive rainfall,,Km2,,,,2014,7,16,2014,7,22,26,,,,,
,Natural,Hydrological,Flood,Riverine flood,,Orissa province,Torrential monsoonal rain,,Km2,,,,2014,8,3,2014,8,4,35,,179000,179000,,200000
,Natural,Hydrological,Flood,Riverine flood,,Odisha province,,,Km2,,,,2014,8,9,2014,8,16,47,,3600000,3600000,,100000
,Natural,Hydrological,Landslide,Landslide,,"Malin village (Pune district, Maharashtra province)",Monsoonal rains,,,,,,2014,7,30,2014,7,30,151,,,200,,
,Natural,Meteorological,Storm,Convective storm,,Uttar Pradesh province,,,Kph,,,,2014,4,17,2014,4,20,27,,,,,
,Natural,Meteorological,Extreme temperature ,Cold wave,,Muzaffarnagar district (Uttar Pradesh province),,3,Â°C,,,,2014,12,7,2014,12,9,16,,,,,
,Natural,Meteorological,Storm,Convective storm,,"Gujarat, Punjab, Himachal Pradresh, Haryana, Maharashtra, Bihar, Uttar Pradesh, Madhya Pradesh, Rajasthan, Jammu and Kashmir, Uttarakhand, West Bengal provinces",,,Kph,,,,2015,3,6,2015,3,18,27,,,,106000,906000
FL-2015-000029,Natural,Hydrological,Flood,Flash flood,,"Chadoora village (72811 district, Jammu and Kashmir province)",Heavy rains,70288,Km2,33.1767,76.41,,2015,3,20,2015,3,31,44,25,,2122,,76000
FL-2015-000068,Natural,Hydrological,Flood,Riverine flood,,"Mirik, Kalimpong, Darjeeling villages (Darjiling district, West Bengal province), ",,,Km2,,,,2015,6,23,2015,6,30,40,,,1000,,
,Natural,Hydrological,Flood,Riverine flood,,"Kachchh, Patan, Banas Kantha districts (Gujarat province), Malda, Jalpaiguri districts (West Bengal province), Jorhat, Dhemaji, Lakhimpur, Dhuburi, Darrang, Goalpara, Karbi Anglong, Marigaon districts (Assam province), Manipur, Orissa, Rajasthan, Madhya Pradesh provinces","Monsoon rains, exacerbated by tail end of Cyclone Komen",629962,Km2,26.2074,82.62,,2015,7,15,2015,8,19,293,,13709887,13709887,,
,Natural,Hydrological,Flood,Riverine flood,,"Rajasthan, Uttar Pradesh, Jammu and Kashmir, Arunachal Pradesh, Uttarakhand, Punjab, Haryana, Himachal Pradesh provinces",Torrential monsoonal rains,,Km2,,,,2015,7,7,2015,7,13,25,,,,,
,Natural,Hydrological,Flood,,,"Sonitpur, Lakhimpur, Kokrajhar, Dhemaji districts (Assam province), Arunachal Pradesh province ",,,Km2,,,,2015,7,14,2015,7,16,,,85250,85250,,
,Natural,Meteorological,Storm,Convective storm,,"Purnia, Madhepura, Madhubani, Supaul, Sitamarhi districts (Bihar province)",,150,Kph,,,,2015,4,21,2015,4,21,100,100,125000,125100,,160000
,Natural,Meteorological,Storm,Convective storm,,Tripura province,,,Kph,,,,2015,4,4,2015,4,5,1,,10000,10000,,3000
,Natural,Meteorological,Storm,Convective storm,,"Deogarh, Nabarangpur, Malkangiri districts (Orissa province), Andhra Pradesh province",,,Kph,,,,2015,9,6,2015,9,6,32,,,,,
,Natural,Meteorological,Storm,Convective storm,,Andhra Pradesh province,,,Kph,,,,2015,5,19,2015,5,19,23,,,,,
,Natural,Meteorological,Storm,Convective storm,,Maharashtra province,,,Kph,,,,2015,10,3,2015,10,4,29,,,,,
EQ-2015-000048,Natural,Geophysical,Earthquake,Ground movement,,"Bihar, Uttar Pradesh, West Bengal, Sikkim provinces",,8,Richter,28.2305,84.7314,,2015,4,25,2015,4,25,78,560,,560,,
,Natural,Geophysical,Earthquake,Ground movement,,Bihar province,,7,Richter,27.8087,86.0655,12:35,2015,5,12,2015,5,12,20,,,,,
EQ-2015-000147,Natural,Geophysical,Earthquake,Ground movement,,"Administrative unit not available districts (Jammu and Kashmir province), Delhi, Punjab provinces",,8,Richter,36.5244,70.3676,13:39,2015,10,26,2015,10,26,,10,,10,,
,Natural,Hydrological,Flood,Flash flood,,"Bhadrairuppu village (Virudhunagar district, Tamil Nadu province)",Torrential rain,14179,Km2,10.7121,79.18,,2015,5,17,2015,5,21,8,,200,200,,
,Natural,Hydrological,Flood,Riverine flood,,"Amreli, Rajkot, Surat districts (Gujarat province), Maharashtra province",Monsoon rains,43782,Km2,21.8734,70.76,,2015,6,19,2015,6,20,81,,9000,9000,,604000
FL-2015-000066,Natural,Hydrological,Landslide,Landslide,,"Barpeta, Sonitpur, Goalpara, Dhemaji, Lakhimpur, Tinsukia, Darrang, Nalbari, Jorhat, Kamrup, Dibrugarh, Nagaon, Bongaigaon districts (Assam province) ",Seosnal monsoon,,,26.9195,93.87,,2015,6,2,2015,6,29,3,,9000,9000,,
,Natural,Meteorological,Extreme temperature ,Heat wave,,"Delhi, Andhra Pradesh, Orissa provinces",,48,Â°C,,,,2015,5,20,2015,5,31,2248,,,,,
,Natural,Climatological,Drought,Drought,,"Tamil Nadu, Rajasthan, Jharkhand, Assam, Andhra Pradesh, Himachal Pradesh, Nagaland; Maharashtra, Bihar, Madhya Pradesh, Chhattisgarh, Telangana, Jharkand, Odisha states",Erratic rainfall,,Km2,,,,2015,1,,2016,12,,,,330000000,330000000,400000,3000000
,Natural,Hydrological,Flood,,,Assam province,Monsoonal rain,69190,Km2,26.8946,93.75,,2015,8,13,2015,8,19,5,,18000,18000,,
,Natural,Hydrological,Flood,,,"Dhemaji, Kokrajhar, Bongaigaon, Sonitpur, Barpeta, Goalpara, Marigaon, Cachar, Lakhimpur, Jorhat, Tinsukia, Darrang, Nalbari, Kamrup, Dibrugarh, Sibsagar districts (Assam province) ",Hearvy rain,,Km2,,,,2015,8,28,2015,8,30,18,,736000,787000,,
TC-2015-000163,Natural,Hydrological,Flood,,,"Chittoor, Cuddapah, Prakasam, Nellore districts (Andhra Pradesh province), Chennai, Cuddalore, Nagapattinam, Kancheepuram, Thiruvallur, Villupuram districts (Tamil Nadu province), Puducherry province",Tropical depression 'Rovan',93202,Km2,118.278,788.55,,2015,11,8,2015,12,4,325,1000,1800000,1801000,755000,2200000
,Natural,Hydrological,Flood,,,"Arunachal Pradesh, Assam, Nagaland provinces",Pre-monsoon rains,70518,Km2,27.464,95.607,,2016,4,22,2016,4,25,18,,100000,100000,,150000
,Natural,Meteorological,Storm,Convective storm,,"Muzaffarpur, Patna, Siwan districts (Bihar province)",,,Kph,,,,2016,6,12,2016,6,12,11,,,,,
,Natural,Meteorological,Storm,Convective storm,,"Bihar, Uttar Pradesh, Jharkhand, Madhya Pradesh provinces",,,Kph,,,,2016,6,20,2016,6,21,93,,,,,
,Natural,Geophysical,Earthquake,Ground movement,,"Guwahati city (Kamrup district, Assam province), East Imphal, West Imphal, Senapati, Thoubal, Bishnupur, Tamenglong districts (Manipur province)",,7,Richter,24.804,93.65,,2016,1,3,2016,1,3,8,308,10500,10808,,75000
,Natural,Hydrological,Flood,Flash flood,,"Chamoli, Pithoragahr districts (Uttarakhand province), Assam, Arunachal Pradesh provinces",Torrential rains,135742,Km2,27.068,93.95,,2016,6,25,2016,7,1,61,,,,,100000
,Natural,Hydrological,Flood,Flash flood,,"Lakhimpur, Golaghat, Jorhat, Barpeta, Bongaigaon, Goalpara, Dhubri, Marigaon, Darrang, Nalbari districts (Assam province)",Monsoonal rain,,Km2,,,,2016,7,28,2016,7,30,50,,,2000000,,150000
,Natural,Hydrological,Landslide,Avalanche,,Jammu and Kashmir (Administrative unit not available) (Siachen glacier) ,,,,,,,2016,2,3,2016,2,3,10,,,,,
,Natural,Hydrological,Landslide,Landslide,,Uttarakhand province,Thunderstorms,,,,,,2016,5,22,2016,5,22,10,5,,5,,
,Natural,Meteorological,Extreme temperature ,Heat wave,,"Andhra Pradesh, Rajasthan, Orissa, Bihar, Jharkhand, Tamil Nadu, Uttar Pradesh provinces",,51,Â°C,,,,2016,4,1,2016,5,20,300,,,,,
,Natural,Climatological,Wildfire,Forest fire,,"Uttarakhand province (including Almora, Pauri Garhwal, Chamoli districts)",Combination of well above normal tempertaure and lack of rainfall,,Km2,,,,2016,2,1,2016,5,2,7,,,,,
,Natural,Hydrological,Flood,,,"Biha, Uttar Pradeshr province (Varanasi, Allahabad, Ghazipur, Ballia, Banda, Jalaun, Ghaziabad, Patna, Bhagalpur, Vaishali, Buxar, Bhojpur, Sonepur, Saran, Begusarai, Samastipur, Lakhisarai, Khagaria, Munger, Nalanda, Katihar, Purnea, Katihar, Supual, Kisanganj, Madhepura, Gopalganj, Saharsa, Araria, East Champaran, Muzafferpur, Kishanganj, Purnea, Araria, Supaul, Bhagalpur, Darbhanga)",Monsoonal rains,,Km2,,,,2016,7,15,2016,9,12,254,,1600000,1600000,,350000
,Natural,Hydrological,Flood,,,"Bhopal, Hoshangabad, Rewa, Sagar, Shajapur, Jabalpur, Satna, Harda, Panna, Vidisha, Raisen, Mandla, Tikamgarh, Seoni, Damoh, Sehore, Agar-Malwa districts (Madhya Pradesh province)",Monsoonal rains,,Km2,,,,2016,7,9,2016,8,22,184,,100000,100000,,160000
