Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Event Name,Location,Origin,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,Total Affected,Insured Damages ('000 US$),Total Damages ('000 US$)
,Natural,Hydrological,Flood,,,"Maharashtra (Nashik, Raigad (Mahad), Thane (Bhiwandi), Ratnagiri, Pune, Satara, Kolhapur), Gujarat (Valsad, Chhota Udepur (Vadodara), Navsari and Surat)",Monsoonal rains,,Km2,,,,2016,8,1,2016,8,3,37,,3000,3000,,
,Natural,Meteorological,Storm,Tropical cyclone,Cyclone 'Vardah',Chennai district (Tamil Nadu province); Andhra Pradesh,,140,Kph,,,,2016,12,12,2016,12,14,24,,,,200000,1000000
,Natural,Hydrological,Flood,,,"Andhra Pradesh province, Telangana",Monsoonal rains,137435,Km2,17.654,80.34,,2016,9,21,2016,9,29,28,,3000,3000,44000,589000
,Natural,Hydrological,Flood,,,"Jorhat, Golaghat (Assam State)",,,Km2,,,,2016,7,17,2016,7,19,34,,,,,
TC-2017-000058,Natural,Meteorological,Storm,Tropical cyclone,Cyclone Mora,"Manipur, Mizoram",,,Kph,,,,2017,5,30,2017,5,31,,,1970,1970,,
TC-2017-000172,Natural,Meteorological,Storm,Tropical cyclone,Cyclone 'Ockhi',"Kerala (Thiruvananthapuram, Kozhikode,Ernakulam),Tamil Nadu (Kanyakumari-Munchirai, Thiruvattar,Killiyur, Kurunthancode, Rajakkamangalam-, Tirunelveli, Tuticorin districts), Andhra Pradesh (Chittoor and Nellore), Lakshadweep Islands",,130,Kph,,,,2017,12,2,2017,12,2,884,,60000,60000,,
,Natural,Meteorological,Storm,Convective storm,,"Vaishali, Saran, Patna, Gaya, Sasaram (Rohta), Araria, Nalanda districts (Bihar)",Monsoon,,Kph,,,,2017,7,8,2017,7,11,23,12,,12,,
,Natural,Meteorological,Storm,Convective storm,,"Jamui, Champaran, Vaishali, Samastipur, Bihar",,,Kph,,,,2017,5,28,2017,5,28,29,,1250,1250,,
,Natural,Meteorological,Storm,Convective storm,,Maldah (West Bengal),,,Kph,,,,2017,3,25,2017,3,25,4,20,,60020,,
,Natural,Hydrological,Flood,Flash flood,,"Mumbai (Dadar, Khar, Bandra, Lalbaug, Kalina, Sion, Byculla, Matunga, Wadala, Parel, Khar-Danda, Pali Hill, Carter Road, Bandra, Ghatkopar, Bhandup, Mulund, and Santacruz), Thane (Maharashtra)",Torrential rains,,Km2,,,,2017,8,29,2017,8,29,14,12,,12,78000,300000
,Natural,Hydrological,Flood,Flash flood,,Chenai (Tamil Nadu),Heavy rains,50536,Km2,10.489,79.004,,2017,10,30,2017,11,8,21,,4000,4000,,
FL-2017-000064,Natural,Hydrological,Flood,Riverine flood,,"Lakhimpur, Bangaigaon, Jorhat, Golaghat, Cachar, Dhemjai, Biswanath, Karimganj, Barpeta, Karbi Anglong, Sonitpur, Darrang, Hojai (Sub Division), Bhuragaon (Sub Division), Majuli, Nagaon, Nalbari, Sivasagar, Morigaon, Chirang, Dibrugarh, Dhubri, Kokrajhar, South Salmara, Charaideo, Goalpara districts (Assam)",Monsoon rainfall,,Km2,,,,2017,6,25,2017,7,24,75,,1735000,1735000,,
,Natural,Hydrological,Landslide,Avalanche,,"Sonamanrg (Ganderbal district), Gurez Valleys (Jammu and Kashmir state)",Heavy snow,,,,,,2017,1,25,2017,1,26,28,,,,,
,Natural,Hydrological,Landslide,Landslide,,"Laptap Village, Papumpare district (Arunachal Pradesh)",,,,,,,2017,7,11,2017,7,11,22,,,,,
,Natural,Hydrological,Landslide,Landslide,,"Kotropi, Mandi district (Himachal Pradesh)",,,,,,,2017,8,13,2017,8,13,46,,,100,,
,Natural,Meteorological,Extreme temperature ,Heat wave,,"Andhra Pradesh, Telangana, Maharashtra, Odisha (Orissa)",,48,Â°C,,,,2017,4,12,2017,6,15,264,,,,,
,Natural,Hydrological,Flood,,,"Lakhimpur, Karimganj, Darrang districts (Assam), Nagaland, Manipur, Jharkhand",Long-term rainfall,,Km2,,,,2017,6,4,2017,6,6,6,,100000,100000,,
,Natural,Hydrological,Flood,,,Gujarat,Monsoon rains,,Km2,,,,2017,6,1,2017,6,31,31,,,,,
FL-2017-000064,Natural,Hydrological,Flood,,,"Imphal West, Imphal East, Thoubal, Bishnupur (Manipur)",,,Km2,,,,2017,7,,2017,7,,,,12831,12831,,
,Natural,Hydrological,Flood,,,"Banaskantha, Valsad, Navsari, Surat, Sabarkantha, Patan (Gujarat), Barmer, Jalore, Udaipur, Sirohi, Pali (Rajasthan), Kolkata (West Bengal)",Monsoon,,Km2,,,,2017,6,,2017,8,,284,,520000,520000,,250000
FL-2017-000084/FL-2017-01,Natural,Hydrological,Flood,,,"Araria, Jogbani (Bihar); Uttar Pradesh, West Bengal",Monsoonal rain,,Km2,,,,2017,8,11,2017,8,31,514,,17200000,17200000,,1567000
,Natural,Hydrological,Flood,,,"Uttar Pradesh (Siddharthnagar, Balarampur, Bahraich, Shravasti, Maharajganj, Barabanki, Lakhimpur Kheri, Gorakhpur, Muzaffarnagar, Gonda, Basti, Mirzapur, Khiri, Deoria, Sitapur, Bijnore, Faizabad, Pilibhit, Farrukhabad, Mau, Kushinagar, Badaun, Ambedkar nagar, Azamgarh, Santkabir Nagar, Ghazipur, Balia)",,,Km2,,,,2017,8,16,2017,8,23,101,,2700000,2700000,,
FL-2018-000134,Natural,Hydrological,Flood,Flash flood,,"Thrissur, Chengannur (Kerala state); West Bengal, Odisha, Assam, Nagaland, Uttar Pradesh, Himachal Pradesh, Maharashtra states",Monsoonal rains,,Km2,,,,2018,8,7,2018,8,20,504,,23000000,23220000,,2852480
,Natural,Meteorological,Storm,Convective storm,,"Uttar Pradesh, West Bengal, Assam, Tripura, Manipur, Mizoram",,,Kph,,,,2018,6,8,2018,6,12,61,,,,,50000
,Natural,Meteorological,Storm,Tropical cyclone,Tropical storm 'Titli'," Mandasa, Godalpur, Gajapati, Ganjam, Rayagada, Puri, Kandhamal (Andhra Pradesh & Odisha)",,126,Kph,,,,2018,10,11,2018,10,12,85,200,300000,300200,,920000
,Natural,Meteorological,Storm,Convective storm,,"Uttar Pradesh, Kerala, Maharashtra, Mizoram, Rajasthan",,100,Kph,,,,2018,6,1,2018,6,6,42,,,,,
,Natural,Hydrological,Flood,,,"Punjab, Haryana states",,,Km2,,,,2018,9,23,2018,9,24,25,,,,,
,Natural,Meteorological,Extreme temperature ,Cold wave,,New Delhi,,4,Â°C,,,,2018,1,1,2018,2,7,44,,,,,
,Natural,Meteorological,Storm,Convective storm,,"Uttar Pradesh, Rajasthan",,,Kph,,,,2018,4,11,2018,4,11,42,200,,200,,100000
,Natural,Meteorological,Storm,Convective storm,,Kolkata,,,Kph,,,,2018,4,17,2018,4,17,18,50,22000,22050,,100000
,Natural,Meteorological,Storm,Convective storm,,"Uttar Pradesh, Bengale occidental, Bihar, Andhra Pradesh",,100,Kph,,,,2018,5,13,2018,5,16,95,,,,,
,Natural,Meteorological,Storm,Convective storm,,"Uttar Pradesh, West Bengal, Tripura",,,Kph,,,,2018,5,6,2018,5,9,32,,21000,21000,,50000
,Natural,Meteorological,Storm,Convective storm,,"Uttar Pradesh, Bihar, Jharkhand",,,Kph,,,,2018,5,28,2018,5,28,54,,,,,25000
,Natural,Meteorological,Storm,Convective storm,,"Rajasthan, Uttar Pradesh",,,Kph,,,,2018,5,1,2018,5,10,143,200,,200,,24000
,Natural,Hydrological,Flood,Flash flood,,Tripura state,Heavy rains,,Km2,,,,2018,5,17,2018,5,20,15,24,11704,11728,,10000
TC-2018-000413,Natural,Meteorological,Storm,Tropical cyclone,Cyclone 'Gaja',"Tamil Nadu, Nagapattinam, Tiruvarur, Thanjavur, Pudukottai, Dindigul and Ramnad, Chennai, Sivaganga, Theni, Madurai districts",,120,Kph,,,,2018,11,16,2018,11,16,45,,500000,500000,,775000
,Natural,Meteorological,Storm,Tropical cyclone,Tropical storm 'Phethai',"Andhra Pradesh, Odisha",,100,Kph,,,,2018,12,17,2018,12,19,8,,10000,10000,,100000
,Natural,Climatological,Wildfire,Forest fire,,Tamil nadu,,,Km2,,,,2018,3,10,2018,3,10,17,,,,,
,Natural,Climatological,Drought,Drought,,"Karnataka, Maharashtra states",Por rainfall,,Km2,,,,2018,9,,2019,6,,,,8200000,8200000,,1100000
,Natural,Hydrological,Flood,,,"Assam, Maharashtra, Gujarat",Monsoonal rain,,Km2,,,,2018,6,22,2018,7,3,52,,,,,
,Natural,Hydrological,Flood,,, Dakshina Kannada and Udupi districts,Pre-monsoon rains,,Km2,,,,2018,5,29,2018,5,31,12,,4945,4945,,2500
,Natural,Hydrological,Flood,,,"Uttar Pradesh, Rajasthan",Monsoonal rain,,Km2,,,,2018,7,26,2018,7,28,33,45,1500,1545,,
,Natural,Hydrological,Flood,,,Odisha state,Heavy rains,,Km2,,,,2018,7,20,2018,7,23,20,,41430,41430,,
,Natural,Hydrological,Flood,,,"Biswanath, Udalguri, Golaghat, Sivassagar/Charaideo, Barpeta, Lakhimpu, Dhemaji, Darrang (Assam, West Bengal)",,,Km2,,,,2018,8,2,2018,8,6,3,,25000,25000,,
,Natural,Hydrological,Flood,,,Uttar Pradesh,,,Km2,,,,2018,9,1,2018,10,6,46,,,3050,,
,Natural,Meteorological,Storm,Convective storm,,"Uttar Pradesh, Maharashtra, and Bihar",,,Kph,,,,2019,6,6,2019,6,14,50,,,,,
,Natural,Hydrological,Flood,,,"Sitamarhi, Sheohar, East Champaran, Muzaffarpur, Madhubani, Darbhanga, Supaul, Araria, Sahersa , Katihar, Purnia, Kishanganj districts (Bihar); Dhemaji, Lakhimpur, Biswanath, Barpeta, Chirang, Golaghat Jorhat, Sonitpur, Darrang, Nalbari, Bongaigaon, Morigaon, Nagaon, Majuli, Baksa, Kokrajhar, Dhubri, South Salmara, Goalpara, Kamrup, Hojai, Sivsagar, Tinsukia, Cachar, KarbiAnglrng, West Karbi-Anglong, Hailakandi, Dibrugarh districts (Assam); Maharashtra, Kerala, Rajasthan, West Bengal, Karnataka, Uttarakand, Himachal Pradesh, Punjab, Uttar Pradesh, Odisha",Monsoon rain,,Km2,,,,2019,7,14,2019,9,30,1900,,3000000,3000000,200000,10000000
,Natural,Hydrological,Flood,,,"Mumbai, Pune, Ratnagiri Districts (Maharashtra State)",Monsoon,,Km2,,,,2019,6,28,2019,7,4,52,60,,60,,
,Natural,Meteorological,Storm,Convective storm,,"Gujarat, Rajasthan, Madhya Pradesh, Maharashtra",,,Kph,,,,2019,4,16,2019,4,17,50,,,,,
,Natural,Meteorological,Storm,Convective storm,,"Odisha, Hyderabad",,,Kph,,,,2019,6,1,2019,6,3,10,,,,,
2019-000134,Natural,Meteorological,Storm,Tropical cyclone,Cyclone 'Fani',Odisha province,,,Kph,,,,2019,5,3,2019,5,3,50,,20000000,20000000,,1810000
,Natural,Meteorological,Extreme temperature ,Heat wave,,"Patna, Gaya, Bhagalpur cities; Aurangabad, Nawada districts (Bihar)",,42,Â°C,,,,2019,6,,2019,6,,90,,,,,
,Natural,Meteorological,Extreme temperature ,Heat wave,,"Karnataka, Maharashtra, Madhya Pradesh, Rajasthan, Uttar Pradesh states",,,Â°C,,,,2019,6,,2019,6,,22,450,,450,,
,Natural,Biological,Epidemic,Viral disease,Acute Encephalitis Syndrome (AES),"Muzaffarpur, Vaishali, Sheohar, East Champaran districts (Bihar)",,,Vaccinated,,,,2019,1,1,2019,6,17,121,418,,418,,
,Natural,Geophysical,Earthquake,Ground movement,,North,,6,Richter,28.7,78.9,07:45,1966,8,15,1966,8,15,15,,,,,
,Natural,Hydrological,Flood,,,"Belagavi, Gadag, Koppal districts (Karnataka); Kerala, Tamil Nadu states",Monsoon rain,,Km2,,,,2019,10,19,2019,10,23,12,,27500,27500,,
TC-2019-000147,Natural,Meteorological,Storm,Tropical cyclone,Tropical cyclone 'Bulbul',"South Assam, Meghalaya, Tripura, Mizoram, West Begal, Odisha state",,,Kph,,,,2019,11,9,2019,11,10,12,,130000,130000,,
,Natural,Biological,Epidemic,Viral disease,Dengue,Rajendranagar area (Bihar),,,Vaccinated,,,,2019,10,,2019,10,,,900,,900,,
,Natural,Hydrological,Flood,,,"West Bengal, Kerala, Odisha, Maharashtra",Monsoon rain,,Km2,,,,2019,8,12,2019,8,15,32,,17500,17500,,
,Natural,Hydrological,Flood,,,"Coimbatore, Cuddalore, Nagapattinam, Thoothukkudi Districts (Tamil Nadu); Pudducherry",Heavy rains,,Km2,,,,2019,11,29,2019,12,4,27,,25000,25000,,
,Natural,Hydrological,Flood,,,"Lakhimpur, Sontipur, Darrang, Goalpara (Assam state); Sikkim state",Heavy rains,,Km2,,,,2020,5,24,2020,5,26,1,2,30000,30002,,
,Natural,Hydrological,Flood,,,"Assam, Bihar, Gujarat, Chhattisgarh, Kerala, Karnataka, Madhya Pradesh, Odisha, Uttar Pradesh, West Bengal, Arunachal Pradesh, Maharashtraa.",Monsoon rain,,Km2,,,,2020,6,,2020,8,16,1922,,1300000,1300000,800000,7500000
,Natural,Meteorological,Storm,Tropical cyclone,Cyclone Nivar,Tamil Nadu and Puducherry,,,Kph,,,,2020,11,25,2020,11,26,14,,,,,600000
,Natural,Meteorological,Storm,Convective storm,,Jammu & Kashmir state,,,Kph,,,,2020,1,11,2020,1,14,11,,,,,
,Natural,Hydrological,Landslide,Landslide,,"Barak Valley Region (southern Assam State, north-east India); Hailakandi ; Cachar; Karimganj Districts",Heavy ran,,,,,,2020,5,27,2020,6,2,21,,155850,155850,,
,Natural,Hydrological,Landslide,Landslide,,Idukki district (Kerala state),Heavy rains,,,,,,2020,8,7,2020,8,7,70,,,,,
TC-2020-00135,Natural,Meteorological,Storm,Tropical cyclone,Cyclone 'Amphan',"Balasore (Baleshwar) , Bhadrak, Kendrapada and Jagatsinghpur (Odisha); East Midunapur, West Midhunapur, North24 Parganas, South24 Parganas, Nadia, Howrah, Kolkata and Hoogli (West Bengal)",,185,Kph,,,,2020,5,20,2020,5,20,90,,18000000,18000000,,13500000
,Natural,Meteorological,Storm,Tropical cyclone,Cyclone 'Nisarga',"Raigad, Pune Districts (Maharashtra State) ",,120,Kph,,,,2020,6,3,2020,6,3,6,,7500,7500,,820000
,Natural,Hydrological,Flood,,, Uttar Pradesh State,Heavy rains,,Km2,,,,2020,5,10,2020,5,13,29,,,,,10000
,Natural,Hydrological,Flood,,,Jammu region ,,,Km2,,,,2020,6,1,2020,6,9,,,5000,5000,,
,Natural,Hydrological,Flood,,,"Hyderabad, Telangana, Andhra Pradesh, Karnataka, South Odisha states ",Heavy rains,,Km2,,,,2020,10,1,2020,10,26,152,,150000,150000,,4000000
,Natural,Hydrological,Landslide,Landslide,,Bombay,Monsoon rain,,,,,,2021,7,17,2021,7,18,33,,,,,
,Natural,Climatological,Glacial lake outburst,,,Chamoli District (Uttarakhand State),,,,,,,2021,4,23,2021,4,23,16,24,,24,,
,Natural,Hydrological,Flood,,,"Pune, Konkan, Raigada, Satara and Ratnagiri (Maharasthra); Goa, Karnataka, Jharkhand, Bengale, Himachal Pradesh, Uttarakand states",Monsoon rains,,Km2,,,,2021,6,1,2021,9,30,217,52,382650,382702,,
,Natural,Hydrological,Landslide,Landslide,,"Nigul Sari Village (Kinnaur District, Himachal Pradesh State)",Heavy rains,,,,,,2021,8,11,2021,8,11,35,13,,13,,
,Natural,Hydrological,Flood,,,"Rajkot, Jamnagar, Porbandar Valsad, and Junagadh districts (Gujarat state)",Heavy rains,,Km2,,,,2021,9,13,2021,9,15,7,,850000,850000,,
,Natural,Climatological,Glacial lake outburst,,,Uttarakhand state,,,,,,,2021,2,7,2021,2,8,234,,,,,210000
,Natural,Geophysical,Earthquake,Ground movement,,"Kamrup and Nagaon (Sonitpur District, northern Assam State)",,6,Richter,26.781,92.457,07:51,2021,4,28,2021,4,28,2,10,3000,3010,,
,Natural,Hydrological,Flood,Flash flood,,"Himachal Pradesh, Union Territories of Jammu and Kashmir and Ladakh",,,Km2,,,,2021,7,28,2021,7,29,37,17,,17,,
,Natural,Meteorological,Storm,Tropical cyclone,Tropical cyclone 'Tauktae',"Kerala, Karnataka, Goa, Maharashtra, Gujarat",,222,Kph,,,,2021,5,14,2021,5,19,198,153,700000,700153,,1400000
TC-2021-000058,Natural,Meteorological,Storm,Tropical cyclone,Cyclone 'Yaas',"Bengale occidental, Odisha",,155,Kph,,,,2021,5,27,2021,5,27,19,,1625000,1625000,,3000000
,Natural,Meteorological,Storm,Tropical cyclone,Cyclone 'Gulab',"Srikakulam, Vizianagaram, Visakhapatnam, Kalingapatnam districts (Andhra Pradesh); Koraput, Malkangiri districts (Odisha); Nizamabad, Hyderabad (Telangana); Aurangabad, Latur, Osmanabad, Parbhani, Nanded, Beed, Jalna, Hingoli districts (Maharashtra)",,90,Kph,,,,2021,9,26,2021,9,29,20,,,,,
,Natural,Hydrological,Flood,,,"Bihar, Uttar Pradesh, Gujarat, Kerala, Karnataka, Uttarakhand, Maharashtra, Chhattisgarh, West Bengal, and Tripura states",Heavy rains,,Km2,,,,2021,6,1,2021,6,30,59,,1000,1000,,100000
,Natural,Hydrological,Flood,,,"Bongaigaon, Dhemaji and Dibrugarh districts (Assam state)",Heavy rains,,Km2,,,,2021,7,1,2021,7,1,,,7587,7587,,
